No.,POLE_NAME,Link Providor,POLE_DESCRIPTION,LAT,LON,CAMERA_NAME,CAMERA_DESCRIPTION,DISTRICT,NVR_IP,nvr_type,NVR_PORT,RTC_ZONE,RTC_PORT,RTC_IP,NVR_CHANNEL_ID,NVR,API,MONITORING_TYPE,NVR_USERNAME,NVR_PASSWORD,NVR RTSP MAIN,NVR RTSP MAIN SUB,LOCATION_ID,THING_ID,FEATUREOFINTEREST_ID,SENSOR_ID,DATASTREAM_ID (Live),,,,check_lat,ckeck_long,check_errornew
63,CM2-BN-015,NT,ปากซอยสุขุมวิท 103 ถนนสุขุมวิท 103 (2),13.67779,100.6088,CM2-BN-015-C03,ปากซอยสุขุมวิท 103 ถนนสุขุมวิท 103 (2)-CAM3,บางนา,10.82.2.158,NVR,554,CCTV-SYMC-RTC-09,1923,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.2.158:554/Streaming/channels/301,rtsp://admin:abc@1234@10.82.2.158:554/Streaming/channels/302,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
64,CM2-BN-015,NT,ปากซอยสุขุมวิท 103 ถนนสุขุมวิท 103 (2),13.67779,100.6088,CM2-BN-015-C04,ปากซอยสุขุมวิท 103 ถนนสุขุมวิท 103 (2)-CAM4,บางนา,10.82.2.158,NVR,554,CCTV-SYMC-RTC-09,1924,10.94.12.194,4,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.2.158:554/Streaming/channels/401,rtsp://admin:abc@1234@10.82.2.158:554/Streaming/channels/402,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
675,CM2-BN-029,NT,ชุมชนวัดผ่องพลอยอนุสรณ์ (ลิขิต 2) (2),13.65432,100.6335,CM2-BN-029-C04,ชุมชนวัดผ่องพลอยอนุสรณ์ (ลิขิต 2) (2)-CAM4,บางนา,10.82.4.94,NVR,554,CCTV-SYMC-RTC-09,1935,10.94.12.194,4,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.4.94:554/Streaming/channels/401,rtsp://admin:abc@1234@10.82.4.94:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
678,CM2-BN-031,NT,ชุมชนคลองบางนา (2),13.6602,100.6431,CM2-BN-031-C03,ชุมชนคลองบางนา (2)-CAM3,บางนา,10.82.4.158,NVR,554,CCTV-SYMC-RTC-09,1938,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.82.4.158:554/Streaming/channels/301,rtsp://admin:12345@10.82.4.158:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
682,CM2-BN-039,NT,ชุมชนวงศ์สวัสดิ์ (2),13.65556,100.615,CM2-BN-039-C03,ชุมชนวงศ์สวัสดิ์ (2)-CAM3,บางนา,10.82.5.158,NVR,554,CCTV-SYMC-RTC-09,1902,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.5.158:554/Streaming/channels/301,rtsp://admin:abc@1234@10.82.5.158:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
686,CM2-BN-051,NT,ชุมชนหมู่บ้านจัดสรรยาสูบ (2),13.67187,100.6224,CM2-BN-051-C03,ชุมชนหมู่บ้านจัดสรรยาสูบ (2)-CAM3,บางนา,10.82.7.30,NVR,554,CCTV-SYMC-RTC-09,1906,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.7.30:554/Streaming/channels/301,rtsp://admin:abc@1234@10.82.7.30:554/Streaming/channels/302,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error อื่นๆ
690,CM2-BN-061,NT,ชุมชนรุ่งสว่าง (2),13.66819,100.5956,CM2-BN-061-C03,ชุมชนรุ่งสว่าง (2)-CAM3,บางนา,10.82.8.94,NVR,554,CCTV-SYMC-RTC-09,1910,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.82.8.94:554/Streaming/channels/301,rtsp://admin:12345@10.82.8.94:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
691,CM2-BN-061,NT,ชุมชนรุ่งสว่าง (2),13.66819,100.5956,CM2-BN-061-C04,ชุมชนรุ่งสว่าง (2)-CAM4,บางนา,10.82.8.94,NVR,554,CCTV-SYMC-RTC-09,1911,10.94.12.194,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.82.8.94:554/Streaming/channels/401,rtsp://admin:12345@10.82.8.94:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
693,CM2-BN-067,NT,ชุมชนพูนสิน (2),13.68221,100.6072,CM2-BN-067-C02,ชุมชนพูนสิน (2)-CAM2,บางนา,10.82.8.254,NVR,554,CCTV-SYMC-RTC-09,1913,10.94.12.194,2,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.8.254:554/Streaming/channels/201,rtsp://admin:abc@1234@10.82.8.254:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
696,CM2-BN-068,NT,ชุมชนซอยโปษยานนท์ (1),13.66074,100.5966,CM2-BN-068-C01,ชุมชนซอยโปษยานนท์ (1)-CAM1,บางนา,10.82.9.30,NVR,554,CCTV-SYMC-RTC-09,1916,10.94.12.194,1,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.9.30:554/Streaming/channels/101,rtsp://admin:abc@1234@10.82.9.30:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
697,CM2-BN-068,NT,ชุมชนซอยโปษยานนท์ (1),13.66074,100.5966,CM2-BN-068-C02,ชุมชนซอยโปษยานนท์ (1)-CAM2,บางนา,10.82.9.30,NVR,554,CCTV-SYMC-RTC-09,1917,10.94.12.194,2,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.9.30:554/Streaming/channels/201,rtsp://admin:abc@1234@10.82.9.30:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
698,CM2-BN-068,NT,ชุมชนซอยโปษยานนท์ (1),13.66074,100.5966,CM2-BN-068-C03,ชุมชนซอยโปษยานนท์ (1)-CAM3,บางนา,10.82.9.30,NVR,554,CCTV-SYMC-RTC-09,1918,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.9.30:554/Streaming/channels/301,rtsp://admin:abc@1234@10.82.9.30:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
699,CM2-BN-068,NT,ชุมชนซอยโปษยานนท์ (1),13.66074,100.5966,CM2-BN-068-C04,ชุมชนซอยโปษยานนท์ (1)-CAM4,บางนา,10.82.9.30,NVR,554,CCTV-SYMC-RTC-09,1919,10.94.12.194,4,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.9.30:554/Streaming/channels/401,rtsp://admin:abc@1234@10.82.9.30:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
700,CM2-BN-075,NT,ชุมชนสยามคอนโด 2 (2),13.67333,100.6244,CM2-BN-075-C01,ชุมชนสยามคอนโด 2 (2)-CAM1,บางนา,10.82.9.254,NVR,554,CCTV-SYMC-RTC-09,1920,10.94.12.194,1,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.9.254:554/Streaming/channels/101,rtsp://admin:abc@1234@10.82.9.254:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
704,CM2-BN-079,NT,หน้าห้างเซ็นทรัลบางนา ถนนบางนา-ตราด,13.66794,100.6359,CM2-BN-079-C01,หน้าห้างเซ็นทรัลบางนา ถนนบางนา-ตราด-CAM1,บางนา,10.82.10.126,NVR,554,CCTV-SYMC-RTC-09,1924,10.94.12.194,1,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.10.126:554/Streaming/channels/101,rtsp://admin:abc@1234@10.82.10.126:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
103,CM2-BR-009,NT,ปากซอยปราโมทย์ 2 ตัดถนนมเหสักข์,13.725148,100.520074,CM2-BR-009-C01,ปากซอยปราโมทย์ 2 ตัดถนนมเหสักข์-CAM1,บางรัก,10.82.11.222,NVR,554,CCTV-SYMC-RTC-09,1923,10.94.12.194,1,Hilook,Hilook-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.11.222:554/Streaming/channels/101,rtsp://admin:abc@1234@10.82.11.222:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
104,CM2-BR-009,NT,ปากซอยปราโมทย์ 2 ตัดถนนมเหสักข์,13.725148,100.520074,CM2-BR-009-C02,ปากซอยปราโมทย์ 2 ตัดถนนมเหสักข์-CAM2,บางรัก,10.82.11.222,NVR,554,CCTV-SYMC-RTC-09,1924,10.94.12.194,2,Hilook,Hilook-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.11.222:554/Streaming/channels/201,rtsp://admin:abc@1234@10.82.11.222:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
105,CM2-BR-009,NT,ปากซอยปราโมทย์ 2 ตัดถนนมเหสักข์,13.725148,100.520074,CM2-BR-009-C03,ปากซอยปราโมทย์ 2 ตัดถนนมเหสักข์-CAM3,บางรัก,10.82.11.222,NVR,554,CCTV-SYMC-RTC-09,1925,10.94.12.194,3,Hilook,Hilook-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.11.222:554/Streaming/channels/301,rtsp://admin:abc@1234@10.82.11.222:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
106,CM2-BR-009,NT,ปากซอยปราโมทย์ 2 ตัดถนนมเหสักข์,13.725148,100.520074,CM2-BR-009-C04,ปากซอยปราโมทย์ 2 ตัดถนนมเหสักข์-CAM4,บางรัก,10.82.11.222,NVR,554,CCTV-SYMC-RTC-09,1926,10.94.12.194,4,Hilook,Hilook-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.11.222:554/Streaming/channels/401,rtsp://admin:abc@1234@10.82.11.222:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
828,CM2-BR-028,NT,ชุมชนซอยสันติภาพ (2),13.729639,100.525897,CM2-BR-028-C01,ชุมชนซอยสันติภาพ (2)-CAM1,บางรัก,10.82.13.254,NVR,554,CCTV-SYMC-RTC-09,1928,10.94.12.194,1,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.13.254:554/Streaming/channels/101,rtsp://admin:abc@1234@10.82.13.254:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
829,CM2-BR-028,NT,ชุมชนซอยสันติภาพ (2),13.729639,100.525897,CM2-BR-028-C02,ชุมชนซอยสันติภาพ (2)-CAM2,บางรัก,10.82.13.254,NVR,554,CCTV-SYMC-RTC-09,1929,10.94.12.194,2,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.13.254:554/Streaming/channels/201,rtsp://admin:abc@1234@10.82.13.254:554/Streaming/channels/202,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ปกติ
830,CM2-BR-028,NT,ชุมชนซอยสันติภาพ (2),13.729639,100.525897,CM2-BR-028-C03,ชุมชนซอยสันติภาพ (2)-CAM3,บางรัก,10.82.13.254,NVR,554,CCTV-SYMC-RTC-09,1930,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.13.254:554/Streaming/channels/301,rtsp://admin:abc@1234@10.82.13.254:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
831,CM2-BR-028,NT,ชุมชนซอยสันติภาพ (2),13.729639,100.525897,CM2-BR-028-C04,ชุมชนซอยสันติภาพ (2)-CAM4,บางรัก,10.82.13.254,NVR,554,CCTV-SYMC-RTC-09,1931,10.94.12.194,4,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.13.254:554/Streaming/channels/401,rtsp://admin:abc@1234@10.82.13.254:554/Streaming/channels/402,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ปกติ
832,CM2-BR-033,NT,ชุมชนจอมสมบูรณ์ (1),13.732543,100.522419,CM2-BR-033-C01,ชุมชนจอมสมบูรณ์ (1)-CAM1,บางรัก,10.82.14.158,NVR,554,CCTV-SYMC-RTC-09,1932,10.94.12.194,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.82.14.158:554/Streaming/channels/101,rtsp://admin:12345@10.82.14.158:554/Streaming/channels/102,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
833,CM2-BR-033,NT,ชุมชนจอมสมบูรณ์ (1),13.732543,100.522419,CM2-BR-033-C02,ชุมชนจอมสมบูรณ์ (1)-CAM2,บางรัก,10.82.14.158,NVR,554,CCTV-SYMC-RTC-09,1933,10.94.12.194,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.82.14.158:554/Streaming/channels/201,rtsp://admin:12345@10.82.14.158:554/Streaming/channels/202,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
834,CM2-BR-033,NT,ชุมชนจอมสมบูรณ์ (1),13.732543,100.522419,CM2-BR-033-C03,ชุมชนจอมสมบูรณ์ (1)-CAM3,บางรัก,10.82.14.158,NVR,554,CCTV-SYMC-RTC-09,1934,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.82.14.158:554/Streaming/channels/301,rtsp://admin:12345@10.82.14.158:554/Streaming/channels/302,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
835,CM2-BR-033,NT,ชุมชนจอมสมบูรณ์ (1),13.732543,100.522419,CM2-BR-033-C04,ชุมชนจอมสมบูรณ์ (1)-CAM4,บางรัก,10.82.14.158,NVR,554,CCTV-SYMC-RTC-09,1935,10.94.12.194,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.82.14.158:554/Streaming/channels/401,rtsp://admin:12345@10.82.14.158:554/Streaming/channels/402,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
839,CM2-BR-052,NT,ชุมชนหลังโรงพยาบาลเลิดสิน (2),13.720627,100.517392,CM2-BR-052-C04,ชุมชนหลังโรงพยาบาลเลิดสิน (2)-CAM4,บางรัก,10.82.16.222,NVR,554,CCTV-SYMC-RTC-09,1939,10.94.12.194,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.82.16.222:554/Streaming/channels/401,rtsp://admin:12345@10.82.16.222:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
840,CM2-BR-055,NT,ปากซอยศาลาแดง 1 ถนนศาลาแดง,13.727195,100.541821,CM2-BR-055-C01,ปากซอยศาลาแดง 1 ถนนศาลาแดง-CAM1,บางรัก,10.82.17.62,NVR,554,CCTV-SYMC-RTC-09,1940,10.94.12.194,1,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.17.62:554/Streaming/channels/101,rtsp://admin:abc@1234@10.82.17.62:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
841,CM2-BR-055,NT,ปากซอยศาลาแดง 1 ถนนศาลาแดง,13.727195,100.541821,CM2-BR-055-C02,ปากซอยศาลาแดง 1 ถนนศาลาแดง-CAM2,บางรัก,10.82.17.62,NVR,554,CCTV-SYMC-RTC-09,1901,10.94.12.194,2,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.17.62:554/Streaming/channels/201,rtsp://admin:abc@1234@10.82.17.62:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
842,CM2-BR-055,NT,ปากซอยศาลาแดง 1 ถนนศาลาแดง,13.727195,100.541821,CM2-BR-055-C03,ปากซอยศาลาแดง 1 ถนนศาลาแดง-CAM3,บางรัก,10.82.17.62,NVR,554,CCTV-SYMC-RTC-09,1902,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.17.62:554/Streaming/channels/301,rtsp://admin:abc@1234@10.82.17.62:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
843,CM2-BR-055,NT,ปากซอยศาลาแดง 1 ถนนศาลาแดง,13.727195,100.541821,CM2-BR-055-C04,ปากซอยศาลาแดง 1 ถนนศาลาแดง-CAM4,บางรัก,10.82.17.62,NVR,554,CCTV-SYMC-RTC-09,1903,10.94.12.194,4,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.17.62:554/Streaming/channels/401,rtsp://admin:abc@1234@10.82.17.62:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
844,CM2-BR-084,NT,ตลาดน้อย,13.733239,100.514437,CM2-BR-084-C01,ตลาดน้อย-CAM1,บางรัก,10.82.20.62,NVR,554,CCTV-SYMC-RTC-09,1904,10.94.12.194,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.82.20.62:554/Streaming/channels/101,rtsp://admin:12345@10.82.20.62:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
845,CM2-BR-084,NT,ตลาดน้อย,13.733239,100.514437,CM2-BR-084-C02,ตลาดน้อย-CAM2,บางรัก,10.82.20.62,NVR,554,CCTV-SYMC-RTC-09,1905,10.94.12.194,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.82.20.62:554/Streaming/channels/201,rtsp://admin:12345@10.82.20.62:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
846,CM2-BR-084,NT,ตลาดน้อย,13.733239,100.514437,CM2-BR-084-C03,ตลาดน้อย-CAM3,บางรัก,10.82.20.62,NVR,554,CCTV-SYMC-RTC-09,1906,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.82.20.62:554/Streaming/channels/301,rtsp://admin:12345@10.82.20.62:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
847,CM2-BR-084,NT,ตลาดน้อย,13.733239,100.514437,CM2-BR-084-C04,ตลาดน้อย-CAM4,บางรัก,10.82.20.62,NVR,554,CCTV-SYMC-RTC-09,1907,10.94.12.194,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.82.20.62:554/Streaming/channels/401,rtsp://admin:12345@10.82.20.62:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
728,CM2-PK-001,NT,ซอย พึ่งมี 50 (นิรันทร์วิลล่า),13.70104,100.624863,CM2-PK-001-C01,ซอย พึ่งมี 50 (นิรันทร์วิลล่า)-CAM1,พระโขนง,10.82.32.30,NVR,554,CCTV-SYMC-RTC-09,1908,10.94.12.194,1,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.30:554/Streaming/channels/101,rtsp://admin:abc@1234@10.82.32.30:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
729,CM2-PK-001,NT,ซอย พึ่งมี 50 (นิรันทร์วิลล่า),13.70104,100.624863,CM2-PK-001-C02,ซอย พึ่งมี 50 (นิรันทร์วิลล่า)-CAM2,พระโขนง,10.82.32.30,NVR,554,CCTV-SYMC-RTC-09,1909,10.94.12.194,2,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.30:554/Streaming/channels/201,rtsp://admin:abc@1234@10.82.32.30:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
730,CM2-PK-001,NT,ซอย พึ่งมี 50 (นิรันทร์วิลล่า),13.70104,100.624863,CM2-PK-001-C03,ซอย พึ่งมี 50 (นิรันทร์วิลล่า)-CAM3,พระโขนง,10.82.32.30,NVR,554,CCTV-SYMC-RTC-09,1910,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.30:554/Streaming/channels/301,rtsp://admin:abc@1234@10.82.32.30:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
731,CM2-PK-001,NT,ซอย พึ่งมี 50 (นิรันทร์วิลล่า),13.70104,100.624863,CM2-PK-001-C04,ซอย พึ่งมี 50 (นิรันทร์วิลล่า)-CAM4,พระโขนง,10.82.32.30,NVR,554,CCTV-SYMC-RTC-09,1911,10.94.12.194,4,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.30:554/Streaming/channels/401,rtsp://admin:abc@1234@10.82.32.30:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
732,CM2-PK-002,NT,ซอยวชิรธรรมสาธิต 32,13.68457,100.622748,CM2-PK-002-C01,ซอยวชิรธรรมสาธิต 32-CAM1,พระโขนง,10.82.32.62,NVR,554,CCTV-SYMC-RTC-09,1912,10.94.12.194,1,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.62:554/Streaming/channels/101,rtsp://admin:abc@1234@10.82.32.62:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
733,CM2-PK-002,NT,ซอยวชิรธรรมสาธิต 32,13.68457,100.622748,CM2-PK-002-C02,ซอยวชิรธรรมสาธิต 32-CAM2,พระโขนง,10.82.32.62,NVR,554,CCTV-SYMC-RTC-09,1913,10.94.12.194,2,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.62:554/Streaming/channels/201,rtsp://admin:abc@1234@10.82.32.62:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
734,CM2-PK-002,NT,ซอยวชิรธรรมสาธิต 32,13.68457,100.622748,CM2-PK-002-C03,ซอยวชิรธรรมสาธิต 32-CAM3,พระโขนง,10.82.32.62,NVR,554,CCTV-SYMC-RTC-09,1914,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.62:554/Streaming/channels/301,rtsp://admin:abc@1234@10.82.32.62:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
735,CM2-PK-002,NT,ซอยวชิรธรรมสาธิต 32,13.68457,100.622748,CM2-PK-002-C04,ซอยวชิรธรรมสาธิต 32-CAM4,พระโขนง,10.82.32.62,NVR,554,CCTV-SYMC-RTC-09,1915,10.94.12.194,4,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.62:554/Streaming/channels/401,rtsp://admin:abc@1234@10.82.32.62:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
736,CM2-PK-003,NT,ปากซอยปุณวิถี 25,13.691575,100.615128,CM2-PK-003-C01,ปากซอยปุณวิถี 25-CAM1,พระโขนง,10.82.32.94,NVR,554,CCTV-SYMC-RTC-09,1916,10.94.12.194,1,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.94:554/Streaming/channels/101,rtsp://admin:abc@1234@10.82.32.94:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
737,CM2-PK-003,NT,ปากซอยปุณวิถี 25,13.691575,100.615128,CM2-PK-003-C02,ปากซอยปุณวิถี 25-CAM2,พระโขนง,10.82.32.94,NVR,554,CCTV-SYMC-RTC-09,1917,10.94.12.194,2,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.94:554/Streaming/channels/201,rtsp://admin:abc@1234@10.82.32.94:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
738,CM2-PK-003,NT,ปากซอยปุณวิถี 25,13.691575,100.615128,CM2-PK-003-C03,ปากซอยปุณวิถี 25-CAM3,พระโขนง,10.82.32.94,NVR,554,CCTV-SYMC-RTC-09,1918,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.94:554/Streaming/channels/301,rtsp://admin:abc@1234@10.82.32.94:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
739,CM2-PK-003,NT,ปากซอยปุณวิถี 25,13.691575,100.615128,CM2-PK-003-C04,ปากซอยปุณวิถี 25-CAM4,พระโขนง,10.82.32.94,NVR,554,CCTV-SYMC-RTC-09,1919,10.94.12.194,4,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.94:554/Streaming/channels/401,rtsp://admin:abc@1234@10.82.32.94:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
740,CM2-PK-004,NT,ซอยพึ่งมี 29 เชื่อมซอยอ่อนนุช 30,13.702101,100.619882,CM2-PK-004-C01,ซอยพึ่งมี 29 เชื่อมซอยอ่อนนุช 30-CAM1,พระโขนง,10.82.32.126,NVR,554,CCTV-SYMC-RTC-09,1920,10.94.12.194,1,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.126:554/Streaming/channels/101,rtsp://admin:abc@1234@10.82.32.126:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
741,CM2-PK-004,NT,ซอยพึ่งมี 29 เชื่อมซอยอ่อนนุช 30,13.702101,100.619882,CM2-PK-004-C02,ซอยพึ่งมี 29 เชื่อมซอยอ่อนนุช 30-CAM2,พระโขนง,10.82.32.126,NVR,554,CCTV-SYMC-RTC-09,1921,10.94.12.194,2,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.126:554/Streaming/channels/201,rtsp://admin:abc@1234@10.82.32.126:554/Streaming/channels/202,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
742,CM2-PK-004,NT,ซอยพึ่งมี 29 เชื่อมซอยอ่อนนุช 30,13.702101,100.619882,CM2-PK-004-C03,ซอยพึ่งมี 29 เชื่อมซอยอ่อนนุช 30-CAM3,พระโขนง,10.82.32.126,NVR,554,CCTV-SYMC-RTC-09,1922,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,abc@1234,rtsp://admin:abc@1234@10.82.32.126:554/Streaming/channels/301,rtsp://admin:abc@1234@10.82.32.126:554/Streaming/channels/302,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
