No.,POLE_NAME,Link Providor,POLE_DESCRIPTION,LAT,LON,CAMERA_NAME,CAMERA_DESCRIPTION,DISTRICT,NVR_IP,nvr_type,NVR_PORT,RTC_ZONE,RTC_PORT,RTC_IP,NVR_CHANNEL_ID,NVR,API,MONITORING_TYPE,NVR_USERNAME,NVR_PASSWORD,NVR RTSP MAIN,NVR RTSP MAIN SUB,LOCATION_ID,THING_ID,FEATUREOFINTEREST_ID,SENSOR_ID,DATASTREAM_ID (Live),,,,check_lat,ckeck_long,check_errornew
657,CM3-BS-006,NT,ชุมชนบุญเหลือเขต 1 (2),13.808167,100.528890,CM3-BS-006-C03,ชุมชนบุญเหลือเขต 1 (2)-CAM3,บางซื่อ,10.84.61.190,NVR,554,CCTV-SYMC-RTC-11,1903,10.94.12.210,3,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.61.190:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.61.190:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
658,CM3-BS-007,NT,ชุมชนราชทรัพย์  (2),13.809443,100.519397,CM3-BS-007-C01,ชุมชนราชทรัพย์  (2)-CAM1,บางซื่อ,10.84.61.222,NVR,554,CCTV-SYMC-RTC-11,1904,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin@123,rtsp://admin:admin@123@10.84.61.222:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@123@10.84.61.222:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
659,CM3-BS-007,NT,ชุมชนราชทรัพย์  (2),13.809443,100.519397,CM3-BS-007-C02,ชุมชนราชทรัพย์  (2)-CAM2,บางซื่อ,10.84.61.222,NVR,554,CCTV-SYMC-RTC-11,1905,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin@123,rtsp://admin:admin@123@10.84.61.222:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@123@10.84.61.222:554/cam/realmonitor?channel=2&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
660,CM3-BS-007,NT,ชุมชนราชทรัพย์  (2),13.809443,100.519397,CM3-BS-007-C03,ชุมชนราชทรัพย์  (2)-CAM3,บางซื่อ,10.84.61.222,NVR,554,CCTV-SYMC-RTC-11,1906,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin@123,rtsp://admin:admin@123@10.84.61.222:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@123@10.84.61.222:554/cam/realmonitor?channel=3&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
661,CM3-BS-008,NT,ชุมชนสุดซอยสมถวิล 2 (1),13.822637,100.526704,CM3-BS-008-C01,ชุมชนสุดซอยสมถวิล 2 (1)-CAM1,บางซื่อ,10.84.61.254,NVR,554,CCTV-SYMC-RTC-11,1907,10.94.12.210,1,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.61.254:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.61.254:554/cam/realmonitor?channel=1&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
662,CM3-BS-008,NT,ชุมชนสุดซอยสมถวิล 2 (1),13.822637,100.526704,CM3-BS-008-C02,ชุมชนสุดซอยสมถวิล 2 (1)-CAM2,บางซื่อ,10.84.61.254,NVR,554,CCTV-SYMC-RTC-11,1908,10.94.12.210,2,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.61.254:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.61.254:554/cam/realmonitor?channel=2&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
663,CM3-BS-008,NT,ชุมชนสุดซอยสมถวิล 2 (1),13.822637,100.526704,CM3-BS-008-C03,ชุมชนสุดซอยสมถวิล 2 (1)-CAM3,บางซื่อ,10.84.61.254,NVR,554,CCTV-SYMC-RTC-11,1909,10.94.12.210,3,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.61.254:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.61.254:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
688,CM3-BS-009,NT,ชุมชนสุดซอยสมถวิล 2 (2),13.823182,100.526523,CM3-BS-009-C01,ชุมชนสุดซอยสมถวิล 2 (2)-CAM1,บางซื่อ,10.84.62.30,NVR,554,CCTV-SYMC-RTC-11,1910,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.62.30:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.62.30:554/cam/realmonitor?channel=1&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
689,CM3-BS-009,NT,ชุมชนสุดซอยสมถวิล 2 (2),13.823182,100.526523,CM3-BS-009-C02,ชุมชนสุดซอยสมถวิล 2 (2)-CAM2,บางซื่อ,10.84.62.30,NVR,554,CCTV-SYMC-RTC-11,1911,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.62.30:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.62.30:554/cam/realmonitor?channel=2&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
690,CM3-BS-009,NT,ชุมชนสุดซอยสมถวิล 2 (2),13.823182,100.526523,CM3-BS-009-C03,ชุมชนสุดซอยสมถวิล 2 (2)-CAM3,บางซื่อ,10.84.62.30,NVR,554,CCTV-SYMC-RTC-11,1912,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.62.30:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.62.30:554/cam/realmonitor?channel=3&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
691,CM3-BS-010,NT,ปากซอยโชติวัฒน์ 14 ถนนริมคลองประปา,13.817478,100.539727,CM3-BS-010-C01,ปากซอยโชติวัฒน์ 14 ถนนริมคลองประปา-CAM1,บางซื่อ,10.84.62.62,NVR,554,CCTV-SYMC-RTC-11,1913,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.62.62:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.62.62:554/cam/realmonitor?channel=1&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
692,CM3-BS-010,NT,ปากซอยโชติวัฒน์ 14 ถนนริมคลองประปา,13.817478,100.539727,CM3-BS-010-C02,ปากซอยโชติวัฒน์ 14 ถนนริมคลองประปา-CAM2,บางซื่อ,10.84.62.62,NVR,554,CCTV-SYMC-RTC-11,1914,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.62.62:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.62.62:554/cam/realmonitor?channel=2&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
693,CM3-BS-010,NT,ปากซอยโชติวัฒน์ 14 ถนนริมคลองประปา,13.817478,100.539727,CM3-BS-010-C03,ปากซอยโชติวัฒน์ 14 ถนนริมคลองประปา-CAM3,บางซื่อ,10.84.62.62,NVR,554,CCTV-SYMC-RTC-11,1915,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.62.62:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.62.62:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
694,CM3-BS-011,NT,ในซอยโชติวัฒน์ 14,13.816078,100.540109,CM3-BS-011-C01,ในซอยโชติวัฒน์ 14-CAM1,บางซื่อ,10.84.62.94,NVR,554,CCTV-SYMC-RTC-11,1916,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.62.94:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.62.94:554/cam/realmonitor?channel=1&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
695,CM3-BS-011,NT,ในซอยโชติวัฒน์ 14,13.816078,100.540109,CM3-BS-011-C02,ในซอยโชติวัฒน์ 14-CAM2,บางซื่อ,10.84.62.94,NVR,554,CCTV-SYMC-RTC-11,1917,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.62.94:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.62.94:554/cam/realmonitor?channel=2&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
696,CM3-BS-011,NT,ในซอยโชติวัฒน์ 14,13.816078,100.540109,CM3-BS-011-C03,ในซอยโชติวัฒน์ 14-CAM3,บางซื่อ,10.84.62.94,NVR,554,CCTV-SYMC-RTC-11,1918,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.62.94:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.62.94:554/cam/realmonitor?channel=3&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
673,CM3-BS-012,NT,ปากซอยซอยโชติวัฒน์ 12,13.817391,100.539354,CM3-BS-012-C01,ปากซอยซอยโชติวัฒน์ 12-CAM1,บางซื่อ,10.84.62.126,NVR,554,CCTV-SYMC-RTC-11,1919,10.94.12.210,1,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.62.126:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.62.126:554/cam/realmonitor?channel=1&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
674,CM3-BS-012,NT,ปากซอยซอยโชติวัฒน์ 12,13.817391,100.539354,CM3-BS-012-C02,ปากซอยซอยโชติวัฒน์ 12-CAM2,บางซื่อ,10.84.62.126,NVR,554,CCTV-SYMC-RTC-11,1920,10.94.12.210,2,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.62.126:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.62.126:554/cam/realmonitor?channel=2&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
675,CM3-BS-012,NT,ปากซอยซอยโชติวัฒน์ 12,13.817391,100.539354,CM3-BS-012-C03,ปากซอยซอยโชติวัฒน์ 12-CAM3,บางซื่อ,10.84.62.126,NVR,554,CCTV-SYMC-RTC-11,1921,10.94.12.210,3,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.62.126:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.62.126:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
676,CM3-BS-013,NT,บริเวณริมถนนประชาราษฎร์สาย 1 โค้งใต้สะพานพระราม 7,13.814801,100.516271,CM3-BS-013-C01,บริเวณริมถนนประชาราษฎร์สาย 1 โค้งใต้สะพานพระราม 7-CAM1,บางซื่อ,10.84.62.158,NVR,554,CCTV-SYMC-RTC-11,1922,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.62.158:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@1234@10.84.62.158:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
677,CM3-BS-013,NT,บริเวณริมถนนประชาราษฎร์สาย 1 โค้งใต้สะพานพระราม 7,13.814801,100.516271,CM3-BS-013-C02,บริเวณริมถนนประชาราษฎร์สาย 1 โค้งใต้สะพานพระราม 7-CAM2,บางซื่อ,10.84.62.158,NVR,554,CCTV-SYMC-RTC-11,1923,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.62.158:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@1234@10.84.62.158:554/cam/realmonitor?channel=2&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
678,CM3-BS-013,NT,บริเวณริมถนนประชาราษฎร์สาย 1 โค้งใต้สะพานพระราม 7,13.814801,100.516271,CM3-BS-013-C03,บริเวณริมถนนประชาราษฎร์สาย 1 โค้งใต้สะพานพระราม 7-CAM3,บางซื่อ,10.84.62.158,NVR,554,CCTV-SYMC-RTC-11,1924,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.62.158:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@1234@10.84.62.158:554/cam/realmonitor?channel=3&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
679,CM3-BS-014,NT,ท้ายซอยประชาชื่น 4 แยก 1-4,13.811520,100.542156,CM3-BS-014-C01,ท้ายซอยประชาชื่น 4 แยก 1-4-CAM1,บางซื่อ,10.84.62.190,NVR,554,CCTV-SYMC-RTC-11,1925,10.94.12.210,1,Dahua,Saitell-API,api,admin,cmmie,rtsp://admin:cmmie@10.84.62.190:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:cmmie@10.84.62.190:554/cam/realmonitor?channel=1&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
680,CM3-BS-014,NT,ท้ายซอยประชาชื่น 4 แยก 1-4,13.811520,100.542156,CM3-BS-014-C02,ท้ายซอยประชาชื่น 4 แยก 1-4-CAM2,บางซื่อ,10.84.62.190,NVR,554,CCTV-SYMC-RTC-11,1926,10.94.12.210,2,Dahua,Saitell-API,api,admin,cmmie,rtsp://admin:cmmie@10.84.62.190:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:cmmie@10.84.62.190:554/cam/realmonitor?channel=2&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
681,CM3-BS-014,NT,ท้ายซอยประชาชื่น 4 แยก 1-4,13.811520,100.542156,CM3-BS-014-C03,ท้ายซอยประชาชื่น 4 แยก 1-4-CAM3,บางซื่อ,10.84.62.190,NVR,554,CCTV-SYMC-RTC-11,1927,10.94.12.210,3,Dahua,Saitell-API,api,admin,cmmie,rtsp://admin:cmmie@10.84.62.190:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:cmmie@10.84.62.190:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
682,CM3-BS-015,NT,ซอยประชาชื่น 21,13.820757,100.536635,CM3-BS-015-C01,ซอยประชาชื่น 21-CAM1,บางซื่อ,10.84.62.222,NVR,554,CCTV-SYMC-RTC-11,1928,10.94.12.210,1,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.62.222:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.62.222:554/cam/realmonitor?channel=1&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
683,CM3-BS-015,NT,ซอยประชาชื่น 21,13.820757,100.536635,CM3-BS-015-C02,ซอยประชาชื่น 21-CAM2,บางซื่อ,10.84.62.222,NVR,554,CCTV-SYMC-RTC-11,1929,10.94.12.210,2,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.62.222:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.62.222:554/cam/realmonitor?channel=2&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
684,CM3-BS-015,NT,ซอยประชาชื่น 21,13.820757,100.536635,CM3-BS-015-C03,ซอยประชาชื่น 21-CAM3,บางซื่อ,10.84.62.222,NVR,554,CCTV-SYMC-RTC-11,1930,10.94.12.210,3,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.62.222:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.62.222:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
685,CM3-BS-016,NT,ซอยประชาชื่น 16 แยก 2,13.816594,100.534995,CM3-BS-016-C01,ซอยประชาชื่น 16 แยก 2-CAM1,บางซื่อ,10.84.62.254,NVR,554,CCTV-SYMC-RTC-11,1931,10.94.12.210,1,Dahua,Saitell-API,api,admin,cmmie,rtsp://admin:cmmie@10.84.62.254:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:cmmie@10.84.62.254:554/cam/realmonitor?channel=1&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
686,CM3-BS-016,NT,ซอยประชาชื่น 16 แยก 2,13.816594,100.534995,CM3-BS-016-C02,ซอยประชาชื่น 16 แยก 2-CAM2,บางซื่อ,10.84.62.254,NVR,554,CCTV-SYMC-RTC-11,1932,10.94.12.210,2,Dahua,Saitell-API,api,admin,cmmie,rtsp://admin:cmmie@10.84.62.254:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:cmmie@10.84.62.254:554/cam/realmonitor?channel=2&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
687,CM3-BS-016,NT,ซอยประชาชื่น 16 แยก 2,13.816594,100.534995,CM3-BS-016-C03,ซอยประชาชื่น 16 แยก 2-CAM3,บางซื่อ,10.84.62.254,NVR,554,CCTV-SYMC-RTC-11,1933,10.94.12.210,3,Dahua,Saitell-API,api,admin,cmmie,rtsp://admin:cmmie@10.84.62.254:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:cmmie@10.84.62.254:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
712,CM3-BS-017,NT,จุดกลับรถใต้สะพานสูง ใกล้ห้างโลตัส ประชาชื่น,13.804694,100.535658,CM3-BS-017-C01,จุดกลับรถใต้สะพานสูง ใกล้ห้างโลตัส ประชาชื่น-CAM1,บางซื่อ,10.84.63.30,NVR,554,CCTV-SYMC-RTC-11,1934,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.63.30:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@1234@10.84.63.30:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
713,CM3-BS-017,NT,จุดกลับรถใต้สะพานสูง ใกล้ห้างโลตัส ประชาชื่น,13.804694,100.535658,CM3-BS-017-C02,จุดกลับรถใต้สะพานสูง ใกล้ห้างโลตัส ประชาชื่น-CAM2,บางซื่อ,10.84.63.30,NVR,554,CCTV-SYMC-RTC-11,1935,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.63.30:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@1234@10.84.63.30:554/cam/realmonitor?channel=2&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
714,CM3-BS-017,NT,จุดกลับรถใต้สะพานสูง ใกล้ห้างโลตัส ประชาชื่น,13.804694,100.535658,CM3-BS-017-C03,จุดกลับรถใต้สะพานสูง ใกล้ห้างโลตัส ประชาชื่น-CAM3,บางซื่อ,10.84.63.30,NVR,554,CCTV-SYMC-RTC-11,1936,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.63.30:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@1234@10.84.63.30:554/cam/realmonitor?channel=3&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
715,CM3-BS-018,NT,สวนหย่อมแยกประชานุกูล,13.830347,100.538113,CM3-BS-018-C01,สวนหย่อมแยกประชานุกูล-CAM1,บางซื่อ,10.84.63.62,NVR,554,CCTV-SYMC-RTC-11,1937,10.94.12.210,1,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.63.62:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.63.62:554/cam/realmonitor?channel=1&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
716,CM3-BS-018,NT,สวนหย่อมแยกประชานุกูล,13.830347,100.538113,CM3-BS-018-C02,สวนหย่อมแยกประชานุกูล-CAM2,บางซื่อ,10.84.63.62,NVR,554,CCTV-SYMC-RTC-11,1938,10.94.12.210,2,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.63.62:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.63.62:554/cam/realmonitor?channel=2&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
717,CM3-BS-018,NT,สวนหย่อมแยกประชานุกูล,13.830347,100.538113,CM3-BS-018-C03,สวนหย่อมแยกประชานุกูล-CAM3,บางซื่อ,10.84.63.62,NVR,554,CCTV-SYMC-RTC-11,1939,10.94.12.210,3,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.63.62:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.63.62:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
718,CM3-BS-019,NT,ท่าน้ำสวนหย่อมพระราม 7,13.815281,100.515562,CM3-BS-019-C01,ท่าน้ำสวนหย่อมพระราม 7-CAM1,บางซื่อ,10.84.63.94,NVR,554,CCTV-SYMC-RTC-11,1940,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.63.94:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@1234@10.84.63.94:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
719,CM3-BS-019,NT,ท่าน้ำสวนหย่อมพระราม 7,13.815281,100.515562,CM3-BS-019-C02,ท่าน้ำสวนหย่อมพระราม 7-CAM2,บางซื่อ,10.84.63.94,NVR,554,CCTV-SYMC-RTC-11,1901,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.63.94:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@1234@10.84.63.94:554/cam/realmonitor?channel=2&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
720,CM3-BS-019,NT,ท่าน้ำสวนหย่อมพระราม 7,13.815281,100.515562,CM3-BS-019-C03,ท่าน้ำสวนหย่อมพระราม 7-CAM3,บางซื่อ,10.84.63.94,NVR,554,CCTV-SYMC-RTC-11,1902,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.63.94:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@1234@10.84.63.94:554/cam/realmonitor?channel=3&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
697,CM3-BS-020,NT,ซอยประชาชื่น 33 แยก 1,13.838607,100.539073,CM3-BS-020-C01,ซอยประชาชื่น 33 แยก 1-CAM1,บางซื่อ,10.84.63.126,NVR,554,CCTV-SYMC-RTC-11,1903,10.94.12.210,1,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.63.126:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.63.126:554/cam/realmonitor?channel=1&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
698,CM3-BS-020,NT,ซอยประชาชื่น 33 แยก 1,13.838607,100.539073,CM3-BS-020-C02,ซอยประชาชื่น 33 แยก 1-CAM2,บางซื่อ,10.84.63.126,NVR,554,CCTV-SYMC-RTC-11,1904,10.94.12.210,2,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.63.126:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.63.126:554/cam/realmonitor?channel=2&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
699,CM3-BS-020,NT,ซอยประชาชื่น 33 แยก 1,13.838607,100.539073,CM3-BS-020-C03,ซอยประชาชื่น 33 แยก 1-CAM3,บางซื่อ,10.84.63.126,NVR,554,CCTV-SYMC-RTC-11,1905,10.94.12.210,3,Saitell,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.63.126:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.63.126:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
700,CM3-BS-021,NT,ซอยประชาชื่น 33 แยก 3,13.840262,100.537281,CM3-BS-021-C01,ซอยประชาชื่น 33 แยก 3-CAM1,บางซื่อ,10.84.63.158,NVR,554,CCTV-SYMC-RTC-11,1906,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.63.158:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@1234@10.84.63.158:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
701,CM3-BS-021,NT,ซอยประชาชื่น 33 แยก 3,13.840262,100.537281,CM3-BS-021-C02,ซอยประชาชื่น 33 แยก 3-CAM2,บางซื่อ,10.84.63.158,NVR,554,CCTV-SYMC-RTC-11,1907,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.63.158:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@1234@10.84.63.158:554/cam/realmonitor?channel=2&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
702,CM3-BS-021,NT,ซอยประชาชื่น 33 แยก 3,13.840262,100.537281,CM3-BS-021-C03,ซอยประชาชื่น 33 แยก 3-CAM3,บางซื่อ,10.84.63.158,NVR,554,CCTV-SYMC-RTC-11,1908,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.63.158:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@1234@10.84.63.158:554/cam/realmonitor?channel=3&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
